,Overs,Mdns,Runs,Wkts,Econ,Pos,Inns,Unnamed: 7,Opposition,Ground,Start Date,Unnamed: 11
22,DNB,-,-,-,-,-,1,,v South Africa,Paarl,19 Jan 2022,ODI # 4344
23,0.1,0,1,0,6.00,7,2,,v South Africa,Paarl,21 Jan 2022,ODI # 4346
24,3.0,0,21,0,7.00,6,1,,v South Africa,Cape Town,23 Jan 2022,ODI # 4349
25,DNB,-,-,-,-,-,2,,v West Indies,Ahmedabad,11 Feb 2022,ODI # 4356
26,DNB,-,-,-,-,-,1,,v England,The Oval,12 Jul 2022,ODI # 4424
27,DNB,-,-,-,-,-,2,,v West Indies,Port of Spain,22 Jul 2022,ODI # 4436
28,DNB,-,-,-,-,-,1,,v West Indies,Port of Spain,24 Jul 2022,ODI # 4438
29,DNB,-,-,-,-,-,2,,v West Indies,Port of Spain,27 Jul 2022,ODI # 4439
30,DNB,-,-,-,-,-,1,,v South Africa,Lucknow,6 Oct 2022,ODI # 4470
31,DNB,-,-,-,-,-,1,,v South Africa,Ranchi,9 Oct 2022,ODI # 4471
32,DNB,-,-,-,-,-,1,,v South Africa,Delhi,11 Oct 2022,ODI # 4472
33,DNB,-,-,-,-,-,2,,v New Zealand,Auckland,25 Nov 2022,ODI # 4483
34,TDNB,-,-,-,-,-,-,,v New Zealand,Hamilton,27 Nov 2022,ODI # 4487
35,DNB,-,-,-,-,-,2,,v New Zealand,Christchurch,30 Nov 2022,ODI # 4489
36,DNB,-,-,-,-,-,2,,v Bangladesh,Mirpur,4 Dec 2022,ODI # 4493
37,DNB,-,-,-,-,-,1,,v Bangladesh,Mirpur,7 Dec 2022,ODI # 4496
38,DNB,-,-,-,-,-,2,,v Bangladesh,Chattogram,10 Dec 2022,ODI # 4499
39,DNB,-,-,-,-,-,2,,v Sri Lanka,Guwahati,10 Jan 2023,ODI # 4501
40,DNB,-,-,-,-,-,1,,v Sri Lanka,Eden Gardens,12 Jan 2023,ODI # 4503
41,1.0,0,2,0,2.00,4,2,,v Sri Lanka,Thiruvananthapuram,15 Jan 2023,ODI # 4505
42,TDNB,-,-,-,-,-,-,,v Pakistan,Pallekele,2 Sep 2023,ODI # 4630
43,DNB,-,-,-,-,-,1,,v Nepal,Pallekele,4 Sep 2023,ODI # 4632
44,DNB,-,-,-,-,-,1,,v Australia,Mohali,22 Sep 2023,ODI # 4651
45,DNB,-,-,-,-,-,2,,v Australia,Indore,24 Sep 2023,ODI # 4654
46,DNB,-,-,-,-,-,1,,v Australia,Rajkot,27 Sep 2023,ODI # 4657
47,DNB,-,-,-,-,-,1,,v Australia,Chennai,8 Oct 2023,ODI # 4662
48,DNB,-,-,-,-,-,1,,v Afghanistan,Delhi,11 Oct 2023,ODI # 4666
49,DNB,-,-,-,-,-,1,,v Pakistan,Ahmedabad,14 Oct 2023,ODI # 4669
50,DNB,-,-,-,-,-,1,,v Bangladesh,Pune,19 Oct 2023,ODI # 4674
51,DNB,-,-,-,-,-,1,,v New Zealand,Dharamsala,22 Oct 2023,ODI # 4678
52,DNB,-,-,-,-,-,2,,v England,Lucknow,29 Oct 2023,ODI # 4686
53,DNB,-,-,-,-,-,2,,v Sri Lanka,Wankhede,2 Nov 2023,ODI # 4690
54,DNB,-,-,-,-,-,2,,v South Africa,Eden Gardens,5 Nov 2023,ODI # 4694
55,DNB,-,-,-,-,-,2,,v Netherlands,Bengaluru,12 Nov 2023,ODI # 4702
56,DNB,-,-,-,-,-,2,,v New Zealand,Wankhede,15 Nov 2023,ODI # 4703
57,DNB,-,-,-,-,-,2,,v Australia,Ahmedabad,19 Nov 2023,ODI # 4705
